id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
IFIT2	8	0.026974	0.10291	0.985286	209	6	-0.18371	0.79882	0.89538	0.999998	1848	2	-0.18371
HPS5	8	0.30776	0.56283	0.999998	1097	4	-0.080483	0.79883	0.89538	0.999998	1849	2	-0.080483
PDGFA	8	0.032341	0.11983	0.985286	241	6	-0.18027	0.79933	0.89562	0.999998	1850	1	-0.18027
PTPRO	8	0.55708	0.76477	0.999998	1523	2	0.077548	0.79996	0.89589	0.999998	1851	2	0.077548
APOC2	8	0.39064	0.64392	0.999998	1253	3	-0.076552	0.80013	0.89597	0.999998	1852	2	-0.076552
SASS6	8	0.045396	0.15458	0.986004	319	5	-0.27396	0.80111	0.89641	0.999998	1853	1	-0.27396
PABPC4	8	0.15602	0.37385	0.999998	728	3	-0.012683	0.80249	0.89705	0.999998	1854	2	-0.012683
NonTargetingControlGuideForHuman_0014	1	0.19689	0.19657	0.999998	831	1	-0.18475	0.80311	0.80373	0.999998	1855	0	-0.18475
ARMCX3	8	0.20668	0.43981	0.999998	849	4	-0.095627	0.80411	0.8978	0.999998	1856	2	-0.095627
CMYA5	8	0.27149	0.52041	0.999998	1007	3	-0.080222	0.80474	0.89811	0.999998	1857	2	-0.080222
APOD	8	0.2769	0.52679	0.999998	1016	4	-0.085489	0.80507	0.89828	0.999998	1858	2	-0.085489
C14orf119	8	0.021684	0.085301	0.985286	167	5	-0.30649	0.80528	0.8984	0.999998	1859	2	-0.30649
NonTargetingControlGuideForHuman_0001	1	0.19423	0.19394	0.999998	822	1	-0.18777	0.80577	0.80639	0.999998	1860	0	-0.18777
NonTargetingControlGuideForHuman_0006	1	0.19306	0.19282	0.999998	817	1	-0.19662	0.80694	0.80745	0.999998	1861	0	-0.19662
ZBTB9	8	0.33038	0.58942	0.999998	1152	4	-0.083262	0.80758	0.89969	0.999998	1862	2	-0.083262
THBS1	8	0.035612	0.13041	0.985286	268	3	-0.030067	0.80824	0.89999	0.999998	1863	2	-0.030067
TAS2R3	8	0.35109	0.61351	0.999998	1194	3	-0.063284	0.81012	0.90091	0.999998	1864	2	-0.063284
NPIP	6	0.023059	0.081586	0.985286	176	4	-0.48815	0.81015	0.86986	0.999998	1865	1	-0.48815
NR4A1	7	0.72663	0.84334	0.999998	1745	2	-0.0028755	0.81062	0.89626	0.999998	1866	2	-0.0028755
CD38	8	0.84336	0.91792	0.999998	1896	2	-0.050293	0.81137	0.90152	0.999998	1867	2	-0.050293
FBXO6	8	0.028238	0.10671	0.985286	214	5	-0.29637	0.8121	0.90186	0.999998	1868	2	-0.29637
GPBAR1	8	0.013344	0.056718	0.974597	113	6	-0.23395	0.8122	0.90192	0.999998	1869	1	-0.23395
KIAA1958	8	0.35461	0.61732	0.999998	1203	4	-0.087715	0.81364	0.90269	0.999998	1870	1	-0.087715
NonTargetingControlGuideForHuman_0164	1	0.18494	0.18463	0.998784	799	1	-0.2083	0.81506	0.81533	0.999998	1871	0	-0.2083
PXDC1	8	0.061834	0.19163	0.999998	390	5	-0.16283	0.81529	0.90348	0.999998	1872	2	-0.16283
PDK1	8	0.13124	0.33529	0.999998	659	3	-0.11434	0.81542	0.90356	0.999998	1873	1	-0.11434
FAM3C	8	0.024512	0.09468	0.985286	192	5	-0.24519	0.8166	0.9042	0.999998	1874	1	-0.24519
OLIG2	8	0.06807	0.20503	0.999998	405	5	-0.29549	0.81733	0.90459	0.999998	1875	2	-0.29549
CST6	8	0.34636	0.608	0.999998	1181	3	-0.036041	0.81766	0.90476	0.999998	1876	2	-0.036041
BLNK	8	0.017993	0.072992	0.985286	144	6	-0.1785	0.81834	0.90507	0.999998	1877	2	-0.1785
CPT1A	8	0.16601	0.38714	0.999998	757	4	-0.077511	0.81875	0.90528	0.999998	1878	2	-0.077511
BARD1	8	0.091431	0.25591	0.999998	502	4	-0.137	0.81941	0.90567	0.999998	1879	1	-0.137
HPSE	8	0.16199	0.38165	0.999998	745	4	-0.040702	0.81945	0.9057	0.999998	1880	2	-0.040702
ZBP1	8	0.39441	0.64672	0.999998	1262	3	0.013356	0.81975	0.90586	0.999998	1881	2	0.013356
SLC16A4	8	0.0074087	0.035326	0.948928	75	6	-0.27392	0.82046	0.90624	0.999998	1882	2	-0.27392
SCGB2A1	8	0.040566	0.14327	0.985286	294	5	-0.25286	0.82092	0.9065	0.999998	1883	1	-0.25286
NonTargetingControlGuideForHuman_0183	1	0.17826	0.1785	0.992426	782	1	-0.20049	0.82174	0.82182	0.999998	1884	0	-0.20049
LRRN3	8	0.42306	0.6672	0.999998	1312	3	-0.013493	0.82315	0.90761	0.999998	1885	2	-0.013493
CREBRF	8	0.68625	0.84267	0.999998	1701	2	0.03169	0.82502	0.90849	0.999998	1886	2	0.03169
DNAAF1	8	0.011898	0.051412	0.974597	104	5	-0.20168	0.82542	0.9087	0.999998	1887	2	-0.20168
HDX	8	0.027229	0.10377	0.985286	210	6	-0.19848	0.82727	0.90967	0.999998	1888	2	-0.19848
CDKN1C	8	0.29302	0.54607	0.999998	1053	4	-0.085025	0.82757	0.90989	0.999998	1889	2	-0.085025
PSMB11	8	0.012452	0.053435	0.974597	108	6	-0.22095	0.82844	0.9104	0.999998	1890	2	-0.22095
MEX3B	8	0.056263	0.1793	0.992426	368	5	-0.21984	0.82861	0.91053	0.999998	1891	1	-0.21984
NonTargetingControlGuideForHuman_0146	1	0.17059	0.17084	0.992049	768	1	-0.16988	0.82941	0.8294	0.999998	1892	0	-0.16988
ASCC3	8	0.014458	0.060824	0.974597	121	5	-0.36015	0.83016	0.91138	0.999998	1893	1	-0.36015
AQP9	8	0.020094	0.080024	0.985286	154	6	-0.17771	0.83104	0.91178	0.999998	1894	1	-0.17771
MOV10	8	0.1581	0.3765	0.999998	735	3	-0.069008	0.83114	0.91184	0.999998	1895	2	-0.069008
ZNF234	8	0.030769	0.11491	0.985286	232	5	-0.25713	0.83158	0.91206	0.999998	1896	1	-0.25713
COPB2	7	0.0057137	0.025985	0.948928	59	6	-0.35504	0.83198	0.9049	0.999998	1897	1	-0.35504
STX11	8	0.012682	0.054239	0.974597	109	5	-0.20663	0.832	0.91235	0.999998	1898	2	-0.20663
DDX3X	8	0.026378	0.10087	0.985286	205	5	-0.20161	0.83419	0.91353	0.999998	1899	2	-0.20161
CCDC50	8	0.0018026	0.0099739	0.713031	28	6	-0.34624	0.83591	0.91443	0.999998	1900	1	-0.34624
RDH16	8	0.12827	0.32963	0.999998	649	5	-0.13202	0.83598	0.91445	0.999998	1901	2	-0.13202
OGFR	8	0.0053238	0.027081	0.948928	56	4	-0.13783	0.83617	0.91457	0.999998	1902	2	-0.13783
KRT2	8	0.0058065	0.029423	0.948928	60	5	-0.28583	0.83644	0.91477	0.999998	1903	1	-0.28583
DRAP1	8	0.082969	0.23821	0.999998	475	3	-0.16943	0.83701	0.91509	0.999998	1904	2	-0.16943
MAFK	8	0.021633	0.085109	0.985286	166	6	-0.28792	0.8421	0.91783	0.999998	1905	1	-0.28792
NFKBIA	8	0.019433	0.077884	0.985286	152	6	-0.1417	0.843	0.91836	0.999998	1906	2	-0.1417
TRIP6	8	0.022489	0.087818	0.985286	172	6	-0.27398	0.84318	0.91846	0.999998	1907	2	-0.27398
MITF	8	0.079604	0.23065	0.999998	453	4	-0.10129	0.84336	0.91854	0.999998	1908	2	-0.10129
HSPH1	8	0.075277	0.22141	0.999998	438	5	-0.20516	0.84467	0.91934	0.999998	1909	1	-0.20516
CDHR5	8	0.10164	0.27721	0.999998	540	5	-0.20437	0.84518	0.91963	0.999998	1910	1	-0.20437
TNFSF10	8	0.35275	0.61537	0.999998	1195	3	-0.065623	0.84714	0.92065	0.999998	1911	2	-0.065623
STARD5	8	0.4793	0.70864	0.999998	1409	2	-0.0085481	0.84909	0.92162	0.999998	1912	2	-0.0085481
COL1A1	8	0.044504	0.15245	0.985376	314	3	-0.062971	0.84909	0.92162	0.999998	1913	1	-0.062971
METTL13	8	0.16409	0.38458	0.999998	753	4	-0.079289	0.85087	0.92258	0.999998	1914	1	-0.079289
SNAI1	8	0.028856	0.1087	0.985286	220	5	-0.19249	0.85126	0.92278	0.999998	1915	2	-0.19249
AIM2	8	0.081134	0.23412	0.999998	462	5	-0.20789	0.85136	0.92283	0.999998	1916	1	-0.20789
ETNK1	8	0.49917	0.72288	0.999998	1438	3	-0.12021	0.85146	0.92286	0.999998	1917	2	-0.12021
XAF1	8	0.047546	0.15945	0.991029	326	4	-0.080082	0.85244	0.9234	0.999998	1918	2	-0.080082
SOCS2	8	0.071003	0.21194	0.999998	421	3	0.061692	0.85285	0.92364	0.999998	1919	2	0.061692
SEC24D	8	0.12554	0.3243	0.999998	635	4	-0.11261	0.85302	0.92374	0.999998	1920	1	-0.11261
NonTargetingControlGuideForHuman_0104	1	0.14625	0.14694	0.985286	705	1	-0.2431	0.85375	0.85392	0.999998	1921	0	-0.2431
OSGIN1	8	0.098571	0.27059	0.999998	528	2	-0.092321	0.85418	0.9244	0.999998	1922	1	-0.092321
SLC40A1	8	0.24308	0.48518	0.999998	942	4	-0.11337	0.85428	0.92448	0.999998	1923	1	-0.11337
IFT81	8	0.48963	0.71628	0.999998	1425	3	-0.1378	0.85569	0.92529	0.999998	1924	2	-0.1378
HIST2H2AA4	8	0.030636	0.1145	0.985286	230	4	-0.26636	0.85586	0.92537	0.999998	1925	2	-0.26636
CCL4L1	6	0.082882	0.21452	0.999998	473	2	-0.011008	0.85725	0.88873	0.999998	1926	1	-0.011008
NCAM1	8	0.0071509	0.03439	0.948928	72	6	-0.17098	0.85855	0.92684	0.999998	1927	1	-0.17098
NonTargetingControlGuideForHuman_0126	1	0.14105	0.14174	0.985286	690	1	-0.2327	0.85895	0.85941	0.999998	1928	0	-0.2327
GPR35	8	0.13711	0.34622	0.999998	677	3	-0.061103	0.85907	0.92713	0.999998	1929	2	-0.061103
HCN3	8	0.020918	0.082705	0.985286	162	6	-0.24224	0.85933	0.92727	0.999998	1930	2	-0.24224
NCOA3	8	0.26557	0.51304	0.999998	991	3	-0.019799	0.85949	0.92734	0.999998	1931	2	-0.019799
DCK	8	0.051148	0.16773	0.992049	343	3	-0.04589	0.86083	0.92803	0.999998	1932	2	-0.04589
TMPRSS3	8	0.27174	0.52068	0.999998	1008	4	-0.085849	0.86099	0.9281	0.999998	1933	2	-0.085849
CKS2	8	0.72638	0.85961	0.999998	1744	2	-0.086346	0.86133	0.9283	0.999998	1934	2	-0.086346
KMO	8	0.085373	0.24331	0.999998	486	5	-0.16337	0.86153	0.92847	0.999998	1935	1	-0.16337
PRKAG2	8	0.12545	0.32413	0.999998	633	4	-0.10299	0.86182	0.92866	0.999998	1936	2	-0.10299
RAPGEF5	8	0.027537	0.10464	0.985286	211	6	-0.23462	0.8619	0.92873	0.999998	1937	1	-0.23462
ZKSCAN4	8	0.071847	0.21397	0.999998	423	5	-0.18115	0.86208	0.92878	0.999998	1938	1	-0.18115
INHA	8	0.2429	0.48504	0.999998	940	4	-0.055186	0.86232	0.92892	0.999998	1939	2	-0.055186
PDE6H	8	0.47584	0.706	0.999998	1403	3	-0.063645	0.86299	0.92938	0.999998	1940	1	-0.063645
PLEK2	8	0.067632	0.20409	0.999998	404	3	-0.023741	0.86399	0.92999	0.999998	1941	1	-0.023741
NLRC5	8	0.15588	0.37364	0.999998	727	4	-0.19452	0.86469	0.93036	0.999998	1942	2	-0.19452
SEMA6D	8	0.17199	0.39518	0.999998	771	4	-0.11221	0.86551	0.93085	0.999998	1943	2	-0.11221
SWT1	8	0.56983	0.77372	0.999998	1537	3	0.00050641	0.86872	0.93268	0.999998	1944	2	0.00050641
ZNF366	8	0.011337	0.049536	0.974597	102	5	-0.24336	0.86873	0.93269	0.999998	1945	1	-0.24336
DCSTAMP	8	0.24529	0.48797	0.999998	946	4	-0.085069	0.87054	0.93382	0.999998	1946	2	-0.085069
TXNDC17	8	0.13486	0.34218	0.999998	672	5	-0.14438	0.87056	0.93384	0.999998	1947	1	-0.14438
OAS3	8	0.079727	0.23093	0.999998	455	5	-0.19053	0.87077	0.93395	0.999998	1948	2	-0.19053
NonTargetingControlGuideForHuman_0139	1	0.12898	0.12959	0.985286	653	1	-0.32569	0.87102	0.87143	0.999998	1949	0	-0.32569
PDGFRL	8	0.090325	0.25383	0.999998	500	5	-0.15459	0.8728	0.9351	0.999998	1950	1	-0.15459
SLCO3A1	8	0.070204	0.21015	0.999998	417	5	-0.1237	0.87416	0.93595	0.999998	1951	1	-0.1237
DNAJB4	8	0.024241	0.093928	0.985286	188	6	-0.15258	0.87435	0.9361	0.999998	1952	2	-0.15258
DDX58	8	0.025743	0.098805	0.985286	201	5	-0.26246	0.87504	0.93659	0.999998	1953	2	-0.26246
EOMES	8	0.084459	0.24138	0.999998	482	5	-0.18628	0.87842	0.93738	0.999998	1954	1	-0.18628
NonTargetingControlGuideForHuman_0018	1	0.12119	0.12179	0.985286	619	1	-0.2669	0.87881	0.87921	0.999998	1955	0	-0.2669
KITLG	8	0.041743	0.14616	0.985286	300	4	-0.22608	0.88037	0.93781	0.999998	1956	1	-0.22608
TDRD7	8	0.0017221	0.0095177	0.713031	26	6	-0.35982	0.88546	0.93899	0.999998	1957	1	-0.35982
PDGFRB	8	0.42457	0.66834	0.999998	1316	3	-0.066924	0.88778	0.93955	0.999998	1958	1	-0.066924
BIRC3	8	0.028085	0.10627	0.985286	213	5	-0.26248	0.88946	0.93996	0.999998	1959	1	-0.26248
NonTargetingControlGuideForHuman_0050	1	0.11021	0.11109	0.985286	578	1	-0.28068	0.88979	0.8905	0.999998	1960	0	-0.28068
NonTargetingControlGuideForHuman_0125	1	0.10924	0.11022	0.985286	572	1	-0.35616	0.89076	0.89141	0.999998	1961	0	-0.35616
RNF24	8	0.049044	0.1629	0.991029	336	4	-0.11411	0.89399	0.94101	0.999998	1962	1	-0.11411
NR4A2	8	0.4062	0.65516	0.999998	1279	3	-0.047461	0.89961	0.94233	0.999998	1963	1	-0.047461
RAI14	8	0.33493	0.59466	0.999998	1166	3	-0.010367	0.89989	0.94242	0.999998	1964	1	-0.010367
ADM2	8	0.18398	0.41085	0.999998	796	4	-0.1079	0.90417	0.94349	0.999998	1965	1	-0.1079
TRAFD1	8	0.034982	0.12837	0.985286	261	6	-0.12879	0.9057	0.94387	0.999998	1966	1	-0.12879
SPAG6	8	0.092713	0.25844	0.999998	508	5	-0.17492	0.90616	0.94397	0.999998	1967	1	-0.17492
GTPBP2	8	0.092331	0.25776	0.999998	506	5	-0.17913	0.90648	0.94406	0.999998	1968	1	-0.17913
LGALS9C	8	0.58419	0.7842	0.999998	1562	3	-0.15575	0.90894	0.94476	0.999998	1969	1	-0.15575
SAMD4A	8	0.10823	0.2904	0.999998	569	5	-0.13809	0.91052	0.94522	0.999998	1970	1	-0.13809
IL13RA1	8	0.32845	0.5872	0.999998	1147	2	-0.059939	0.913	0.94605	0.999998	1971	1	-0.059939
PPM1E	8	0.11355	0.30105	0.999998	591	4	-0.12889	0.91519	0.94669	0.999998	1972	1	-0.12889
ZFYVE27	8	0.46685	0.6996	0.999998	1384	3	-0.049173	0.9186	0.94779	0.999998	1973	1	-0.049173
NonTargetingControlGuideForHuman_0045	1	0.081256	0.082079	0.985286	464	1	-0.37158	0.91874	0.9195	0.999998	1974	0	-0.37158
DUSP2	8	0.29117	0.54385	0.999998	1046	3	-0.040923	0.91929	0.94797	0.999998	1975	1	-0.040923
TNFRSF25	8	0.5828	0.78315	0.999998	1559	3	-0.052313	0.91935	0.94798	0.999998	1976	1	-0.052313
C19orf38	8	0.054911	0.17612	0.992426	359	4	-0.15548	0.91987	0.94809	0.999998	1977	1	-0.15548
JAK2	8	0.01505	0.062828	0.974597	127	6	-0.25986	0.92179	0.94873	0.999998	1978	1	-0.25986
C6orf25	8	0.55404	0.76252	0.999998	1518	3	-0.036742	0.92234	0.94891	0.999998	1979	1	-0.036742
ZNF704	8	0.029119	0.10969	0.985286	224	5	-0.33908	0.92475	0.9497	0.999998	1980	1	-0.33908
TRIM68	8	0.02035	0.080918	0.985286	157	5	-0.23062	0.92551	0.94998	0.999998	1981	1	-0.23062
SLC12A8	8	0.68093	0.84051	0.999998	1693	2	-0.062589	0.92657	0.95041	0.999998	1982	1	-0.062589
SOD2	8	0.22104	0.45768	0.999998	890	2	-0.043614	0.92983	0.95154	0.999998	1983	1	-0.043614
IER2	8	0.069997	0.20965	0.999998	415	4	-0.12985	0.93119	0.95198	0.999998	1984	1	-0.12985
HS3ST3B1	8	0.10128	0.27643	0.999998	539	4	-0.13824	0.93346	0.95282	0.999998	1985	1	-0.13824
MAOA	8	0.49537	0.72033	0.999998	1434	3	-0.039679	0.93365	0.9529	0.999998	1986	1	-0.039679
NRARP	8	0.26178	0.50822	0.999998	983	4	-0.061487	0.93385	0.95298	0.999998	1987	1	-0.061487
ZNF696	8	0.065074	0.19863	0.999998	399	5	-0.17226	0.93399	0.95304	0.999998	1988	1	-0.17226
CD226	8	0.021584	0.084897	0.985286	165	4	-0.19512	0.93413	0.95311	0.999998	1989	1	-0.19512
SPIN4	8	0.30816	0.56325	0.999998	1099	4	-0.093837	0.9358	0.95371	0.999998	1990	1	-0.093837
APOBEC3A_B	5	0.2929	0.49326	0.999998	1052	2	-0.09045	0.93735	0.9376	0.999998	1991	0	-0.09045
ANGPTL6	8	0.45151	0.68832	0.999998	1363	3	-0.066519	0.93897	0.95512	0.999998	1992	1	-0.066519
NonTargetingControlGuideForHuman_0138	1	0.060934	0.061318	0.974597	386	1	-0.34306	0.93907	0.93924	0.999998	1993	0	-0.34306
MMP7	8	0.10019	0.27417	0.999998	534	5	-0.16377	0.93919	0.95519	0.999998	1994	1	-0.16377
IGSF1	8	0.062463	0.19296	0.999998	393	4	-0.064876	0.94123	0.95597	0.999998	1995	1	-0.064876
PPP2R2A	8	0.065951	0.20051	0.999998	400	5	-0.19406	0.94188	0.95625	0.999998	1996	1	-0.19406
RTCB	7	0.29036	0.52735	0.999998	1045	3	-0.041659	0.94252	0.9469	0.999998	1997	1	-0.041659
UGT1A5	8	0.75535	0.87287	0.999998	1778	1	0.060817	0.94358	0.9569	0.999998	1998	1	0.060817
NonTargetingControlGuideForHuman_0152	1	0.056259	0.056572	0.974597	367	1	-0.32638	0.94374	0.94383	0.999998	1999	0	-0.32638
PHF23	8	0.19657	0.42728	0.999998	830	4	-0.1237	0.94445	0.95722	0.999998	2000	1	-0.1237
C1QA	8	0.16953	0.39191	0.999998	765	4	-0.18028	0.94486	0.95738	0.999998	2001	1	-0.18028
NonTargetingControlGuideForHuman_0149	1	0.052818	0.053275	0.974597	353	1	-0.3071	0.94718	0.94744	0.999998	2002	0	-0.3071
VMO1	8	0.16864	0.39075	0.999998	763	4	-0.098419	0.94764	0.9586	0.999998	2003	1	-0.098419
TRIB3	8	0.64762	0.82682	0.999998	1648	2	-0.0075537	0.9485	0.95902	0.999998	2004	1	-0.0075537
ESR2	8	0.045299	0.15436	0.986004	318	5	-0.18861	0.94946	0.95958	0.999998	2005	1	-0.18861
ZNF229	8	0.024195	0.093777	0.985286	187	6	-0.22873	0.94961	0.95966	0.999998	2006	1	-0.22873
IL36RN	8	0.13531	0.34295	0.999998	674	4	-0.14905	0.94973	0.9597	0.999998	2007	1	-0.14905
TRIM6	8	0.44636	0.6846	0.999998	1355	2	-0.02776	0.94999	0.95979	0.999998	2008	1	-0.02776
AOC2	8	0.3448	0.60626	0.999998	1177	4	-0.097598	0.95052	0.96004	0.999998	2009	1	-0.097598
ETV3	8	0.12115	0.31587	0.999998	618	5	-0.10638	0.95156	0.96053	0.999998	2010	1	-0.10638
EBI3	8	0.092755	0.25857	0.999998	510	5	-0.1357	0.95232	0.96089	0.999998	2011	1	-0.1357
KIAA1279	8	0.11507	0.30408	0.999998	599	5	-0.15876	0.95315	0.9613	0.999998	2012	1	-0.15876
C19orf66	8	0.59217	0.7901	0.999998	1573	1	-0.018558	0.95322	0.96132	0.999998	2013	1	-0.018558
C17orf67	8	0.084723	0.24191	0.999998	484	3	-0.019838	0.95494	0.96222	0.999998	2014	1	-0.019838
ITPRIPL2	8	0.020334	0.080875	0.985286	156	2	0.0075189	0.95535	0.96248	0.999998	2015	1	0.0075189
CAPN2	8	0.0036005	0.018981	0.897174	42	7	-0.19035	0.9566	0.9632	0.999998	2016	1	-0.19035
CPNE7	8	0.48533	0.71296	0.999998	1418	3	-0.06988	0.95726	0.96357	0.999998	2017	1	-0.06988
TMEM62	8	0.036299	0.13252	0.985286	271	6	-0.18422	0.95992	0.96492	0.999998	2018	1	-0.18422
FCGR1B	8	0.017268	0.07048	0.985286	140	4	-0.11755	0.96225	0.96633	0.999998	2019	1	-0.11755
ZBTB21	8	0.014708	0.061633	0.974597	124	5	-0.23546	0.9624	0.96645	0.999998	2020	1	-0.23546
LRRC3B	8	0.25743	0.50325	0.999998	973	3	-0.053329	0.96325	0.96694	0.999998	2021	1	-0.053329
NCR3LG1	8	0.2202	0.45654	0.999998	888	3	0.055678	0.9641	0.96751	0.999998	2022	1	0.055678
NonTargetingControlGuideForHuman_0021	1	0.035482	0.035613	0.948928	266	1	-0.38393	0.96452	0.96494	0.999998	2023	0	-0.38393
NPC2	8	0.0067264	0.032847	0.948928	66	3	0.016018	0.96522	0.96829	0.999998	2024	1	0.016018
TCF7L2	8	0.12802	0.32914	0.999998	648	5	-0.14768	0.96557	0.96849	0.999998	2025	1	-0.14768
NPTX1	8	0.41925	0.66435	0.999998	1304	3	-0.04408	0.96571	0.96855	0.999998	2026	1	-0.04408
NonTargetingControlGuideForHuman_0132	1	0.033859	0.033948	0.948928	253	1	-0.35546	0.96614	0.96651	0.999998	2027	0	-0.35546
CTCFL	7	0.24293	0.48096	0.999998	941	3	-0.033157	0.96699	0.96631	0.999998	2028	0	-0.033157
ANKRD33B	8	0.054258	0.17454	0.992426	357	5	-0.19574	0.96938	0.97101	0.999998	2029	1	-0.19574
STAT3	8	0.099252	0.27212	0.999998	530	5	-0.13807	0.96977	0.97128	0.999998	2030	1	-0.13807
TTC7B	8	0.2776	0.52768	0.999998	1019	1	-0.0055841	0.96989	0.97135	0.999998	2031	1	-0.0055841
C2orf66	8	0.11364	0.30123	0.999998	592	1	0.067862	0.96994	0.97136	0.999998	2032	1	0.067862
LPAR1	8	0.00021851	0.0013993	0.267777	11	7	-0.49993	0.97097	0.9721	0.999998	2033	1	-0.49993
RNF34	8	0.20098	0.43295	0.999998	840	4	-0.13817	0.97106	0.97215	0.999998	2034	1	-0.13817
CD300E	8	0.24208	0.48397	0.999998	937	2	-0.044116	0.97232	0.97315	0.999998	2035	1	-0.044116
IGSF3	8	0.012734	0.054502	0.974597	110	6	-0.297	0.97306	0.97378	0.999998	2036	1	-0.297
UGT1A7	8	0.58284	0.78317	0.999998	1560	2	0.021475	0.97323	0.97391	0.999998	2037	1	0.021475
CTSL1	8	3.5121e-06	1.6462e-05	0.008663	3	6	-0.45626	0.97365	0.9743	0.999998	2038	1	-0.45626
FBXO39	8	0.2188	0.4547	0.999998	883	4	-0.14013	0.97371	0.97435	0.999998	2039	1	-0.14013
GADD45B	8	0.47783	0.70764	0.999998	1406	2	0.0021367	0.97412	0.97467	0.999998	2040	1	0.0021367
ACSM5	8	0.22811	0.46653	0.999998	901	4	-0.1172	0.97605	0.97621	0.999998	2041	1	-0.1172
NDC80	8	0.011047	0.048444	0.974597	98	6	-0.63929	0.97667	0.97672	0.999998	2042	1	-0.63929
RRBP1	8	0.00017173	0.0010889	0.231188	9	7	-0.41673	0.97669	0.97673	0.999998	2043	1	-0.41673
ZNF239	8	0.0011115	0.0063992	0.612286	22	6	-0.33334	0.97721	0.97723	0.999998	2044	1	-0.33334
SWAP70	8	0.076951	0.2251	0.999998	444	5	-0.16696	0.97732	0.97736	0.999998	2045	1	-0.16696
KREMEN2	8	0.43467	0.67596	0.999998	1333	3	-0.04859	0.978	0.97799	0.999998	2046	1	-0.04859
RNF19B	8	0.046029	0.156	0.989339	320	5	-0.18046	0.97865	0.97858	0.999998	2047	1	-0.18046
ITIH2	8	0.044084	0.15141	0.985286	311	5	-0.13553	0.97886	0.9788	0.999998	2048	1	-0.13553
C9orf91	8	0.21545	0.45069	0.999998	873	4	-0.1118	0.97999	0.97997	0.999998	2049	0	-0.1118
SIAH3	8	0.79907	0.89402	0.999998	1835	2	-0.0059077	0.98009	0.98006	0.999998	2050	0	-0.0059077
CYP4F22	8	0.052693	0.17108	0.992049	352	4	-0.25644	0.9811	0.98104	0.999998	2051	0	-0.25644
XRN1	8	0.0071028	0.034169	0.948928	71	5	-0.296	0.98113	0.98106	0.999998	2052	0	-0.296
FPR1	8	0.0044867	0.023299	0.948928	49	6	-0.35273	0.98131	0.98116	0.999998	2053	0	-0.35273
CXCR6	8	0.29243	0.54538	0.999998	1049	3	-0.030081	0.9815	0.98142	0.999998	2054	0	-0.030081
H3F3C	8	0.10623	0.28637	0.999998	562	4	-0.18806	0.98286	0.98276	0.999998	2055	0	-0.18806
NonTargetingControlGuideForHuman_0169	1	0.015615	0.015501	0.864306	134	1	-0.51793	0.98439	0.98472	0.999998	2056	0	-0.51793
ZFYVE26	8	0.0022388	0.012156	0.752621	33	7	-0.21891	0.98531	0.98522	0.999998	2057	0	-0.21891
RPL41	6	0.14183	0.32474	0.999998	693	2	-0.044687	0.98571	0.98552	0.999998	2058	0	-0.044687
LSS	8	0.072995	0.21648	0.999998	429	5	-0.16169	0.98583	0.98576	0.999998	2059	0	-0.16169
MRM1	8	0.36293	0.62367	0.999998	1217	3	-0.097486	0.98587	0.98578	0.999998	2060	0	-0.097486
HES1	8	0.45465	0.69071	0.999998	1368	3	-0.025547	0.98623	0.98609	0.999998	2061	0	-0.025547
ASPHD2	8	0.00032948	0.0021566	0.30264	15	7	-0.36492	0.98649	0.98633	0.999998	2062	0	-0.36492
CPEB3	8	0.43991	0.67974	0.999998	1345	2	-0.035813	0.98658	0.98642	0.999998	2063	0	-0.035813
CD109	8	0.010603	0.046944	0.974597	96	5	-0.29645	0.98678	0.98665	0.999998	2064	0	-0.29645
ZSCAN20	8	0.20835	0.44182	0.999998	854	4	-0.12757	0.98712	0.98702	0.999998	2065	0	-0.12757
REC8	8	0.0035267	0.018643	0.897174	41	7	-0.22819	0.98722	0.98708	0.999998	2066	0	-0.22819
OLR1	8	0.44557	0.68399	0.999998	1353	3	-0.063843	0.98801	0.98802	0.999998	2067	0	-0.063843
HSD3B7	8	0.33549	0.59539	0.999998	1168	4	-0.077145	0.98845	0.98841	0.999998	2068	0	-0.077145
NonTargetingControlGuideForHuman_0124	1	0.0097715	0.0095412	0.713031	89	1	-0.51519	0.99023	0.99049	0.999998	2069	0	-0.51519
PLCB3	8	0.12726	0.32778	0.999998	643	5	-0.13598	0.99029	0.99027	0.999998	2070	0	-0.13598
ZNF879	8	0.18236	0.40872	0.999998	791	4	-0.13893	0.99039	0.99037	0.999998	2071	0	-0.13893
TBC1D17	8	0.024171	0.093702	0.985286	186	6	-0.26919	0.99091	0.99084	0.999998	2072	0	-0.26919
LIFR	8	0.31717	0.57394	0.999998	1119	3	-0.05806	0.991	0.99092	0.999998	2073	0	-0.05806
ISG15	8	8.5649e-06	4.9387e-05	0.020792	5	7	-0.62719	0.99113	0.99103	0.999998	2074	0	-0.62719
SMCHD1	8	0.34904	0.61105	0.999998	1188	4	-0.11264	0.99129	0.99121	0.999998	2075	0	-0.11264
AGRN	8	0.25377	0.49868	0.999998	960	3	-0.058382	0.99169	0.99161	0.999998	2076	0	-0.058382
SMN2	8	0.043445	0.14993	0.985286	305	5	-0.34024	0.99197	0.99192	0.999998	2077	0	-0.34024
