sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
brunello_PYCR1_1	PYCR1	2314.4	2417	2314.4	2417	0.062521	5258.1	93047	0.33618	0.63163	0.36837	0.73673	0.83734	True
HGLibA_36625	42798	5122.1	5282.3	5122.1	5282.3	0.044402	12820	2.2699e+05	0.33609	0.6316	0.3684	0.7368	0.83734	True
brunello_CD72_4	CD72	6396.7	6215.4	6396.7	6215.4	-0.04149	16447	2.9132e+05	0.33603	0.36842	0.63158	0.73685	0.83734	False
HGLibB_05906	C1orf95	6773.6	6960.9	6773.6	6960.9	0.039335	17532	3.1066e+05	0.33596	0.63155	0.36845	0.7369	0.83734	True
HGLibB_37793	PPARG	4398	4544.9	4398	4544.9	0.047385	10787	1.9129e+05	0.33584	0.6315	0.3685	0.737	0.83734	True
sgC5orf54_3	C5orf54	2768.2	2881.5	2768.2	2881.5	0.057835	6414.9	1.1376e+05	0.33583	0.6315	0.3685	0.737	0.83734	True
HGLibA_03118	ARRDC3	2539.4	2647.2	2539.4	2647.2	0.059986	5816.2	1.0326e+05	0.33564	0.63143	0.36857	0.73714	0.83738	True
HGLibA_41325	NUP205	1249	1176.5	1249	1176.5	-0.08611	2622.6	46562	0.33563	0.36857	0.63143	0.73715	0.83738	False
FHCRC_O_E_P_81	DNAPTP3	6088	6264.1	6088	6264.1	0.041133	15506	2.7558e+05	0.33546	0.63136	0.36864	0.73728	0.8374	True
HGLibA_33944	KRTAP16-1	2684.4	2573.2	2684.4	2573.2	-0.061019	6183.8	1.099e+05	0.33546	0.36864	0.63136	0.73728	0.8374	False
HGLibA_21901	HAVCR2	8459.6	8248	8459.6	8248	-0.03655	22399	3.9873e+05	0.33519	0.36874	0.63126	0.73748	0.8375	False
brunello_KIR3DL3_3	KIR3DL3	2504.8	2611.7	2504.8	2611.7	0.06026	5712	1.0168e+05	0.33519	0.63126	0.36874	0.73748	0.8375	True
HGLibA_59317	TOR3A	2945.8	2828.8	2945.8	2828.8	-0.058474	6850.4	1.2198e+05	0.33514	0.36876	0.63124	0.73752	0.8375	False
Brunello_IL9R_3	IL9R	2154.6	2252.7	2154.6	2252.7	0.064179	4807.7	85866	0.33464	0.63105	0.36895	0.7379	0.83786	True
brunello_TNIK_2	TNIK	5188.2	5027.7	5188.2	5027.7	-0.045341	12888	2.3029e+05	0.33456	0.36898	0.63102	0.73796	0.83786	False
brunello_EREG_1	EREG	6620.7	6804.7	6620.7	6804.7	0.039536	16923	3.028e+05	0.33433	0.63093	0.36907	0.73813	0.838	True
brunello_ITGA1_1	ITGA1	3425.3	3298.4	3425.3	3298.4	-0.054452	8052.9	1.4448e+05	0.33387	0.36924	0.63076	0.73848	0.83833	False
brunello_CCL20_3	CCL20	6433.2	6614	6433.2	6614	0.039965	16332	2.9319e+05	0.33378	0.63073	0.36927	0.73854	0.83835	True
HGLibA_01328	AIDA	5449.7	5285.3	5449.7	5285.3	-0.044173	13507	2.4335e+05	0.33318	0.3695	0.6305	0.739	0.83875	False
brunello_UGT1A10_2	UGT1A10	3422.3	3548.9	3422.3	3548.9	0.052379	8010.4	1.4434e+05	0.33315	0.63049	0.36951	0.73902	0.83875	True
HGLibB_10450	COBL	2043.1	1948.4	2043.1	1948.4	-0.068464	4487.8	80896	0.3331	0.36953	0.63047	0.73906	0.83875	False
brunello_WHAMM_2	WHAMM	1771.8	1859.1	1771.8	1859.1	0.069353	3811.1	68941	0.3325	0.63025	0.36975	0.73951	0.83916	True
HGLibA_61169	UGT1A3	3898.8	4034.7	3898.8	4034.7	0.049419	9234.8	1.6709e+05	0.33247	0.63023	0.36977	0.73954	0.83916	True
brunello_HESX1_1	HESX1	2692.3	2802.4	2692.3	2802.4	0.057814	6063.3	1.1026e+05	0.33163	0.62992	0.37008	0.74017	0.83982	True
brunello_IRF8_4	IRF8	3597.9	3468.8	3597.9	3468.8	-0.052727	8340.9	1.5268e+05	0.33054	0.3705	0.6295	0.74099	0.84062	False
brunello_ELFN1_2	ELFN1	2816.6	2704	2816.6	2704	-0.058821	6335.7	1.1599e+05	0.33052	0.3705	0.6295	0.74101	0.84062	False
brunello_NDC80_3	NDC80	5074.8	4918.1	5074.8	4918.1	-0.045223	12268	2.2464e+05	0.33049	0.37052	0.62948	0.74103	0.84062	False
HGLibA_33088	KIAA1671	3453.9	3327.8	3453.9	3327.8	-0.053644	7951.2	1.4584e+05	0.33021	0.37062	0.62938	0.74124	0.84079	False
HGLibB_50017	TMEM177	3240.8	3362.3	3240.8	3362.3	0.053071	7377.9	1.3578e+05	0.32966	0.62917	0.37083	0.74166	0.84112	True
HGLibA_40991	NRL	4219.4	4360.3	4219.4	4360.3	0.047362	9919.8	1.8259e+05	0.32963	0.62916	0.37084	0.74168	0.84112	True
HGLibA_59158	TNNI1	2485.1	2380.5	2485.1	2380.5	-0.062036	5474.5	1.0078e+05	0.3296	0.37085	0.62915	0.7417	0.84112	False
brunello_MMP14_4	MMP14	4010.3	3873.5	4010.3	3873.5	-0.050076	9363.1	1.7246e+05	0.32952	0.37088	0.62912	0.74177	0.84114	False
HGLibA_21249	GRHL1	7699	7896	7699	7896	0.03645	19409	3.587e+05	0.32896	0.62891	0.37109	0.74218	0.84145	True
HGLibB_52564	UBE2L6	3850.5	3984	3850.5	3984	0.049171	8915.2	1.6477e+05	0.32896	0.62891	0.37109	0.74219	0.84145	True
HGLibA_48599	RASAL1	6784.5	6968	6784.5	6968	0.038497	16836	3.1122e+05	0.32893	0.6289	0.3711	0.74221	0.84145	True
HGLibB_24507	KDR	1954.3	1863.2	1954.3	1863.2	-0.06887	4154	76961	0.32856	0.37124	0.62876	0.74249	0.84171	False
HGLibA_63223	ZBTB9	4195.8	4056	4195.8	4056	-0.048858	9764.7	1.8144e+05	0.32807	0.37143	0.62857	0.74286	0.84206	False
HGLibA_15481	EDNRB	9205.4	8988.4	9205.4	8988.4	-0.034424	23560	4.3842e+05	0.32784	0.37152	0.62848	0.74303	0.8422	False
brunello_RAI14_3	RAI14	3776.5	3907.9	3776.5	3907.9	0.04935	8639.8	1.6122e+05	0.32739	0.62831	0.37169	0.74338	0.84253	True
HGLibB_11086	CREB3L3	8264.3	8060.3	8264.3	8060.3	-0.036047	20799	3.8841e+05	0.32726	0.37173	0.62827	0.74347	0.84257	False
HGLibA_64563	NonTargetingControlGuideForHuman_0180	14521	14241	14521	14241	-0.02806	39122	7.3146e+05	0.32706	0.37181	0.62819	0.74362	0.84268	False
brunello_TLR7_4	TLR7	4988	5141.3	4988	5141.3	0.043668	11753	2.2033e+05	0.32662	0.62802	0.37198	0.74395	0.843	True
brunello_YBX3_4	YBX3	416.32	378.32	416.32	378.32	-0.13775	722.1	13574	0.32647	0.37203	0.62797	0.74407	0.84304	False
HGLibA_03928	AXL	1294.3	1366.2	1294.3	1366.2	0.077895	2582.1	48465	0.32643	0.62795	0.37205	0.7441	0.84304	True
HGLibA_21784	H3F3C	3975.8	3841	3975.8	3841	-0.04974	9081.6	1.708e+05	0.3261	0.37217	0.62783	0.74435	0.84326	False
HGLibB_48264	TAPBPL	4265.8	4405.9	4265.8	4405.9	0.046618	9817.8	1.8485e+05	0.32592	0.62776	0.37224	0.74448	0.84335	True
HGLibA_64504	NonTargetingControlGuideForHuman_0121	12703	12961	12703	12961	0.02906	33407	6.2942e+05	0.32581	0.62771	0.37229	0.74457	0.84339	True
brunello_NOS2_3	NOS2	496.23	454.39	496.23	454.39	-0.12682	875.43	16529	0.32556	0.37238	0.62762	0.74476	0.84354	False
HGLibA_33275	KIR2DL4	1730.4	1646.1	1730.4	1646.1	-0.071971	3549.4	67134	0.32518	0.37252	0.62748	0.74505	0.84376	False
HGLibA_43679	PCDH11X	7161.3	7348.3	7161.3	7348.3	0.037181	17482	3.307e+05	0.32516	0.62747	0.37253	0.74506	0.84376	True
HGLibB_55502	ZNF200	4997.8	4845.1	4997.8	4845.1	-0.044761	11661	2.2082e+05	0.32498	0.3726	0.6274	0.74519	0.84384	False
HGLibA_42981	OSM	10913	11150	10913	11150	0.030942	27991	5.3074e+05	0.32478	0.62732	0.37268	0.74535	0.84396	True
HGLibA_07316	CASP5	7188.9	7002.4	7188.9	7002.4	-0.037916	17391	3.3213e+05	0.32361	0.37312	0.62688	0.74623	0.8449	False
brunello_SKIL_3	SKIL	2052	2144.1	2052	2144.1	0.063333	4244.3	81291	0.32314	0.62671	0.37329	0.74659	0.84518	True
brunello_HES4_1	HES4	3510.1	3385.6	3510.1	3385.6	-0.052096	7753.2	1.4851e+05	0.32313	0.3733	0.6267	0.74659	0.84518	False
HGLibA_43178	P2RY6	7605.3	7413.2	7605.3	7413.2	-0.036893	18441	3.538e+05	0.32286	0.3734	0.6266	0.7468	0.84535	False
brunello_OR5K2_3	OR5K2	5269.1	5112.9	5269.1	5112.9	-0.04342	12207	2.3432e+05	0.32278	0.37343	0.62657	0.74686	0.84536	False
HGLibB_02682	ARG1	3650.2	3777.1	3650.2	3777.1	0.049286	8050.5	1.5518e+05	0.32212	0.62632	0.37368	0.74736	0.84587	True
brunello_STAT3_1	STAT3	8114.3	8312.9	8114.3	8312.9	0.034872	19710	3.805e+05	0.32187	0.62623	0.37377	0.74755	0.84602	True
HGLibB_08359	CD38	3437.1	3314.6	3437.1	3314.6	-0.05235	7505.4	1.4504e+05	0.3217	0.37384	0.62616	0.74768	0.8461	False
HGLibA_09122	CEP19	1060.5	1123.8	1060.5	1123.8	0.083516	2001.2	38755	0.32136	0.62603	0.37397	0.74793	0.84633	True
HGLibB_22771	IGF2BP2	2759.4	2651.3	2759.4	2651.3	-0.057628	5841.6	1.1335e+05	0.32105	0.37409	0.62591	0.74817	0.84654	False
HGLibA_49336	RGS1	7425.7	7614	7425.7	7614	0.036128	17734	3.4444e+05	0.3209	0.62586	0.37414	0.74829	0.8466	True
brunello_SNX18_4	SNX18	1089.1	1153.2	1089.1	1153.2	0.08239	2052.4	39930	0.32062	0.62575	0.37425	0.7485	0.84678	True
brunello_TOR1AIP2_1	TOR1AIP2	1959.3	1870.3	1959.3	1870.3	-0.06702	3958.9	77179	0.3203	0.37437	0.62563	0.74874	0.84699	False
brunello_NCS1_3	NCS1	7284.6	7098.8	7284.6	7098.8	-0.037277	17268	3.371e+05	0.32008	0.37445	0.62555	0.74891	0.84712	False
HGLibB_30260	MT2A	1323.9	1252.6	1323.9	1252.6	-0.07984	2544.1	49710	0.31993	0.37451	0.62549	0.74902	0.84715	False
HGLibA_06992	CALCA	567.26	611.6	567.26	611.6	0.10838	982.83	19206	0.31992	0.62548	0.37452	0.74905	0.84715	True
HGLibB_39446	PTPRD	5924.2	5759	5924.2	5759	-0.040803	13651	2.6727e+05	0.31961	0.37463	0.62537	0.74927	0.84734	False
HGLibA_05692	C19orf66	8214	8015.7	8214	8015.7	-0.035247	19656	3.8575e+05	0.31923	0.37478	0.62522	0.74955	0.84755	False
brunello_SEMA6A_3	SEMA6A	7296.5	7111	7296.5	7111	-0.037148	17206	3.3771e+05	0.31921	0.37478	0.62522	0.74956	0.84755	False
brunello_UCP3_3	UCP3	2874.8	2764.9	2874.8	2764.9	-0.056224	6040.9	1.1869e+05	0.31906	0.37484	0.62516	0.74968	0.84762	False
brunello_GPR35_4	GPR35	2553.2	2450.4	2553.2	2450.4	-0.059222	5276.2	1.0389e+05	0.31871	0.37497	0.62503	0.74995	0.84785	False
brunello_HAPLN3_3	HAPLN3	2249.3	2345	2249.3	2345	0.060053	4574.2	90114	0.31862	0.62499	0.37501	0.75001	0.84785	True
HGLibA_49665	RMI2	2025.4	1935.2	2025.4	1935.2	-0.065668	4065.1	80107	0.31858	0.37502	0.62498	0.75005	0.84785	False
brunello_EDN1_2	EDN1	5002.8	5152.4	5002.8	5152.4	0.042521	11201	2.2106e+05	0.31834	0.62489	0.37511	0.75023	0.84795	True
brunello_NCOA7_2	NCOA7	2445.6	2545.8	2445.6	2545.8	0.057878	5014.9	98989	0.31831	0.62488	0.37512	0.75025	0.84795	True
brunello_AKAP8_1	AKAP8	2201	2295.3	2201	2295.3	0.060491	4445.3	87943	0.31795	0.62474	0.37526	0.75052	0.84815	True
brunello_ARHGAP31_1	ARHGAP31	3805.1	3933.3	3805.1	3933.3	0.047793	8217.4	1.6259e+05	0.31793	0.62473	0.37527	0.75053	0.84815	True
HGLibB_34267	OR5K2	2595.6	2698.9	2595.6	2698.9	0.056308	5340.3	1.0583e+05	0.31769	0.62464	0.37536	0.75072	0.84829	True
HGLibA_39415	NAPA	6651.3	6476	6651.3	6476	-0.038513	15353	3.0437e+05	0.31762	0.37539	0.62461	0.75077	0.84829	False
HGLibB_12472	DCDC2B	3176.7	3061	3176.7	3061	-0.053479	6685.9	1.3276e+05	0.31736	0.37549	0.62451	0.75097	0.8484	False
HGLibA_12086	CYP26A1	6756.8	6933.5	6756.8	6933.5	0.037225	15601	3.098e+05	0.31736	0.62451	0.37549	0.75097	0.8484	True
brunello_LAG3_4	LAG3	7277.7	7093.7	7277.7	7093.7	-0.03694	16929	3.3674e+05	0.31709	0.37559	0.62441	0.75118	0.84856	False
brunello_GLIPR2_2	GLIPR2	1036.9	1098.4	1036.9	1098.4	0.083164	1896.4	37786	0.31682	0.62431	0.37569	0.75138	0.8487	True
HGLibA_59469	TPRG1	6034.7	6200.2	6034.7	6200.2	0.039022	13692	2.7287e+05	0.31678	0.6243	0.3757	0.75141	0.8487	True
brunello_CCRL2_4	CCRL2	5566.1	5408	5566.1	5408	-0.041551	12490	2.492e+05	0.31661	0.37577	0.62423	0.75154	0.84879	False
brunello_CHMP5_1	CHMP5	3888	3758.8	3888	3758.8	-0.048715	8336.5	1.6657e+05	0.31638	0.37586	0.62414	0.75171	0.84889	False
HGLibA_59468	TPRG1	3823.8	3696	3823.8	3696	-0.049061	8177	1.6349e+05	0.31628	0.3759	0.6241	0.75179	0.84889	False
HGLibB_25948	LAMP5	4930.7	4783.2	4930.7	4783.2	-0.043807	10878	2.1749e+05	0.31628	0.3759	0.6241	0.75179	0.84889	False
HGLibB_35173	PARP12	2551.2	2449.4	2551.2	2449.4	-0.058704	5178.1	1.038e+05	0.31587	0.37605	0.62395	0.7521	0.84917	False
brunello_CBWD3_1	CBWD3	1083.2	1146.1	1083.2	1146.1	0.081343	1977.4	39687	0.31568	0.62388	0.37612	0.75225	0.84927	True
brunello_MT1H_4	MT1H	2275	2179.6	2275	2179.6	-0.061728	4543.6	91269	0.31554	0.37618	0.62382	0.75235	0.84929	False
HGLibA_45435	PLEKHN1	5408.2	5563.2	5408.2	5563.2	0.040753	12009	2.4128e+05	0.31551	0.62381	0.37619	0.75237	0.84929	True
HGLibA_61176	UGT1A5	4037.9	3906.9	4037.9	3906.9	-0.047567	8580.1	1.738e+05	0.31422	0.37668	0.62332	0.75335	0.85033	False
HGLibB_05647	C19orf35	6920.6	7097.8	6920.6	7097.8	0.036466	15697	3.1824e+05	0.31408	0.62327	0.37673	0.75346	0.85039	True
HGLibA_63316	ZCCHC2	6793.3	6618	6793.3	6618	-0.037711	15365	3.1168e+05	0.314	0.37676	0.62324	0.75352	0.8504	False
HGLibA_56776	TBC1D17	6602.9	6775.2	6602.9	6775.2	0.037161	14846	3.0189e+05	0.31362	0.62309	0.37691	0.75381	0.85067	True
HGLibA_21028	GPR35	5858.1	5697.1	5858.1	5697.1	-0.040199	12961	2.6392e+05	0.3134	0.37699	0.62301	0.75398	0.85079	False
brunello_SSTR2_2	SSTR2	1825.1	1741.5	1825.1	1741.5	-0.067626	3496.4	71272	0.31323	0.37705	0.62295	0.75411	0.8508	False
HGLibB_07429	CBWD3	2334.2	2430.2	2334.2	2430.2	0.058125	4608.3	93938	0.31323	0.62295	0.37705	0.75411	0.8508	True
HGLibA_47678	PTMA	5768.3	5608.9	5768.3	5608.9	-0.040438	12715	2.5939e+05	0.31311	0.3771	0.6229	0.7542	0.8508	False
brunello_UGT1A1_4	UGT1A1	1760	1841.9	1760	1841.9	0.065584	3353.9	68425	0.3131	0.6229	0.3771	0.75421	0.8508	True
brunello_GIN1_1	GIN1	2509.8	2409.9	2509.8	2409.9	-0.058568	4988.7	1.0191e+05	0.3129	0.37718	0.62282	0.75436	0.85085	False
brunello_ELAVL4_2	ELAVL4	6268.5	6435.5	6268.5	6435.5	0.037921	13941	2.8477e+05	0.3129	0.62282	0.37718	0.75436	0.85085	True
moffat_SLIT2_3	SLIT2	3575.2	3697	3575.2	3697	0.048294	7410.4	1.516e+05	0.31267	0.62273	0.37727	0.75453	0.85098	True
brunello_ICAM1_1	ICAM1	4576.6	4716.3	4576.6	4716.3	0.043379	9762.1	2.0003e+05	0.31242	0.62264	0.37736	0.75472	0.85113	True
brunello_ATP13A3_2	ATP13A3	709.32	660.28	709.32	660.28	-0.10321	1202.6	24679	0.31219	0.37745	0.62255	0.7549	0.85127	False
brunello_TMEM140_3	TMEM140	4557.8	4697	4557.8	4697	0.043393	9688.7	1.9911e+05	0.31196	0.62246	0.37754	0.75507	0.85139	True
HGLibA_51212	SCGB2A1	2496	2396.7	2496	2396.7	-0.058522	4926.4	1.0128e+05	0.3119	0.37756	0.62244	0.75511	0.85139	False
brunello_GPR84_1	GPR84	1985.9	1898.7	1985.9	1898.7	-0.064762	3803.6	78357	0.31158	0.37768	0.62232	0.75536	0.8516	False
HGLibA_65330	ZSWIM3	4057.7	4187.9	4057.7	4187.9	0.045562	8478.9	1.7475e+05	0.31151	0.62229	0.37771	0.75541	0.8516	True
HGLibA_48435	RALA	4439.4	4576.3	4439.4	4576.3	0.043804	9369.6	1.9332e+05	0.31134	0.62223	0.37777	0.75554	0.85168	True
brunello_FAM200A_4	FAM200A	4521.3	4659.5	4521.3	4659.5	0.043421	9546.5	1.9732e+05	0.31106	0.62212	0.37788	0.75575	0.85186	True
HGLibA_45607	PMM2	7005.4	7182	7005.4	7182	0.035897	15580	3.2263e+05	0.31078	0.62202	0.37798	0.75597	0.85204	True
brunello_LIFR_1	LIFR	2860	2966.7	2860	2966.7	0.052835	5694.4	1.18e+05	0.31067	0.62197	0.37803	0.75605	0.85207	True
brunello_HMOX1_2	HMOX1	3751.8	3628	3751.8	3628	-0.048403	7665.7	1.6004e+05	0.30952	0.37846	0.62154	0.75693	0.853	False
brunello_MAP6_3	MAP6	4635.8	4775.1	4635.8	4775.1	0.042723	9711.1	2.0294e+05	0.30936	0.62148	0.37852	0.75705	0.85307	True
HGLibB_03042	ARMCX3	4574.6	4436.4	4574.6	4436.4	-0.044257	9554.2	1.9994e+05	0.30915	0.3786	0.6214	0.75721	0.85317	False
brunello_TMPRSS3_3	TMPRSS3	7461.2	7279.3	7461.2	7279.3	-0.035601	16542	3.4629e+05	0.3091	0.37862	0.62138	0.75725	0.85317	False
brunello_TLX2_2	TLX2	6692.7	6521.7	6692.7	6521.7	-0.03734	14625	3.065e+05	0.30892	0.37869	0.62131	0.75738	0.85326	False
brunello_FPR3_4	FPR3	2043.1	2131	2043.1	2131	0.060691	3856.8	80896	0.30879	0.62126	0.37874	0.75748	0.85331	True
brunello_HIST1H2AC_1	HIST1H2AC	4330.9	4464.8	4330.9	4464.8	0.0439	8956.9	1.8802e+05	0.30867	0.62121	0.37879	0.75757	0.85335	True
moffat_THBS1_2	THBS1	3352.3	3236.5	3352.3	3236.5	-0.05069	6701.8	1.4103e+05	0.30829	0.37893	0.62107	0.75786	0.85358	False
brunello_P2RY2_4	P2RY2	2498.9	2400.8	2498.9	2400.8	-0.057792	4818	1.0141e+05	0.30825	0.37895	0.62105	0.75789	0.85358	False
brunello_MYO5C_3	MYO5C	613.63	658.25	613.63	658.25	0.10112	995.65	20976	0.30811	0.621	0.379	0.758	0.85365	True
brunello_LOC100506388_4	LOC100506388	4301.3	4434.3	4301.3	4434.3	0.043927	8846	1.8658e+05	0.30793	0.62093	0.37907	0.75813	0.85373	True
HGLibB_48210	TAGLN	4647.6	4786.3	4647.6	4786.3	0.04241	9616.4	2.0352e+05	0.30741	0.62073	0.37927	0.75853	0.85408	True
brunello_TFEC_1	TFEC	6123.5	6285.4	6123.5	6285.4	0.037639	13104	2.7739e+05	0.30738	0.62072	0.37928	0.75856	0.85408	True
brunello_NPTX1_4	NPTX1	4687.1	4547.9	4687.1	4547.9	-0.043464	9678.7	2.0546e+05	0.30694	0.37944	0.62056	0.75889	0.85439	False
HGLibA_60097	TSACC	2787	2890.6	2787	2890.6	0.052664	5372	1.1463e+05	0.30616	0.62026	0.37974	0.75949	0.85489	True
HGLibB_41551	RNF19B	5175.4	5028.7	5175.4	5028.7	-0.04148	10762	2.2965e+05	0.30615	0.37975	0.62025	0.75949	0.85489	False
HGLibA_41654	OLFML3	4491.7	4356.2	4491.7	4356.2	-0.044178	9178.8	1.9587e+05	0.30614	0.37975	0.62025	0.7595	0.85489	False
brunello_PATL2_2	PATL2	2093.4	2181.7	2093.4	2181.7	0.059527	3891.9	83135	0.30599	0.62019	0.37981	0.75961	0.85496	True
HGLibB_35811	PDGFRL	6187.6	6025.7	6187.6	6025.7	-0.038242	13104	2.8065e+05	0.30559	0.37996	0.62004	0.75992	0.85524	False
HGLibA_18752	FNDC4	3811	3687.8	3811	3687.8	-0.047385	7585.6	1.6287e+05	0.3052	0.38011	0.61989	0.76021	0.85551	False
brunello_TNFRSF25_4	TNFRSF25	570.22	612.61	570.22	612.61	0.10328	898.47	19318	0.30499	0.6198	0.3802	0.76039	0.85565	True
brunello_GIMAP8_2	GIMAP8	9029.8	8830.1	9029.8	8830.1	-0.032259	19939	4.2904e+05	0.30487	0.38023	0.61977	0.76046	0.85567	False
brunello_TMEM229B_3	TMEM229B	4174.1	4303.5	4174.1	4303.5	0.044047	8376.8	1.8039e+05	0.30475	0.61972	0.38028	0.76055	0.85571	True
HGLibA_60356	TTC21A	7575.7	7395	7575.7	7395	-0.034825	16327	3.5226e+05	0.30447	0.38039	0.61961	0.76077	0.85589	False
brunello_TAS2R3_3	TAS2R3	5172.4	5026.7	5172.4	5026.7	-0.041237	10626	2.295e+05	0.3043	0.38045	0.61955	0.7609	0.85597	False
brunello_ZNF879_3	ZNF879	4863.7	5004.4	4863.7	5004.4	0.041133	9897.5	2.1417e+05	0.30401	0.61944	0.38056	0.76112	0.85609	True
brunello_GBP7_4	GBP7	8255.4	8444.7	8255.4	8444.7	0.032708	17922	3.8794e+05	0.30397	0.61942	0.38058	0.76115	0.85609	True
HGLibA_51546	SEC62	4236.2	4366.4	4236.2	4366.4	0.043653	8471.8	1.8341e+05	0.30394	0.61941	0.38059	0.76117	0.85609	True
HGLibA_31943	ISG15	7221.5	7397	7221.5	7397	0.034636	15399	3.3382e+05	0.30374	0.61934	0.38066	0.76133	0.8562	True
HGLibA_30912	IFIT1	1480.8	1552.8	1480.8	1552.8	0.068477	2594.1	56367	0.30339	0.6192	0.3808	0.7616	0.85644	True
brunello_GIMAP6_1	GIMAP6	1451.2	1522.4	1451.2	1522.4	0.069052	2534.5	55104	0.3033	0.61917	0.38083	0.76166	0.85645	True
HGLibB_31766	NFIL3	2821.5	2718.2	2821.5	2718.2	-0.053791	5335.5	1.1622e+05	0.30301	0.38094	0.61906	0.76188	0.85664	False
brunello_CEP19_4	CEP19	6725.3	6557.2	6725.3	6557.2	-0.03651	14126	3.0817e+05	0.30278	0.38103	0.61897	0.76206	0.85676	False
HGLibA_06479	C6orf223	7040	7212.4	7040	7212.4	0.034904	14865	3.2441e+05	0.30272	0.61895	0.38105	0.7621	0.85676	True
brunello_CHRM5_3	CHRM5	5056	4913.1	5056	4913.1	-0.041373	10219	2.2371e+05	0.30226	0.38123	0.61877	0.76245	0.85709	False
brunello_PLSCR1_4	PLSCR1	3598.9	3480.9	3598.9	3480.9	-0.048071	6958.9	1.5273e+05	0.30187	0.38138	0.61862	0.76275	0.85736	False
brunello_CPNE7_2	CPNE7	1469.9	1398.7	1469.9	1398.7	-0.071668	2540.9	55903	0.3015	0.38152	0.61848	0.76303	0.85762	False
HGLibB_57068	NonTargetingControlGuideForHuman_0040	11644	11416	11644	11416	-0.028485	25917	5.7083e+05	0.30134	0.38158	0.61842	0.76315	0.85769	False
HGLibB_49601	TLR7	10131	9920.5	10131	9920.5	-0.030267	22123	4.882e+05	0.30105	0.38169	0.61831	0.76338	0.85788	False
HGLibA_04174	BATF	6607.9	6773.2	6607.9	6773.2	0.035652	13671	3.0214e+05	0.30082	0.61822	0.38178	0.76355	0.85801	True
HGLibB_44718	SLC25A53	3652.2	3533.7	3652.2	3533.7	-0.047575	7021.8	1.5527e+05	0.30074	0.38181	0.61819	0.76361	0.85802	False
HGLibB_11317	CSF2RA	4894.2	4754.8	4894.2	4754.8	-0.041678	9715.6	2.1569e+05	0.30015	0.38203	0.61797	0.76406	0.85846	False
HGLibA_07413	CBLN3	5527.6	5676.8	5527.6	5676.8	0.038419	11131	2.4726e+05	0.30006	0.61793	0.38207	0.76413	0.85848	True
moffat_OSBPL9_1	OSBPL9	3148.1	3256.8	3148.1	3256.8	0.04897	5910.6	1.3142e+05	0.29991	0.61788	0.38212	0.76424	0.85853	True
brunello_CRP_2	CRP	3026.7	3133	3026.7	3133	0.049797	5653.1	1.2575e+05	0.29985	0.61785	0.38215	0.76429	0.85853	True
brunello_LRRN3_4	LRRN3	6414.5	6576.5	6414.5	6576.5	0.035967	13114	2.9223e+05	0.29958	0.61775	0.38225	0.76449	0.8587	True
HGLibA_61342	UPB1	4741.3	4604.7	4741.3	4604.7	-0.042164	9328.7	2.0813e+05	0.2994	0.38232	0.61768	0.76463	0.85879	False
brunello_IFRD1_3	IFRD1	2457.5	2551.9	2457.5	2551.9	0.054357	4455.3	99527	0.29921	0.61761	0.38239	0.76478	0.85889	True
brunello_MOXD1_4	MOXD1	8125.2	8309.8	8125.2	8309.8	0.032416	17048	3.8107e+05	0.29912	0.61758	0.38242	0.76485	0.85891	True
brunello_ZNF772_2	ZNF772	7629.9	7451.8	7629.9	7451.8	-0.034083	15872	3.5509e+05	0.29899	0.38247	0.61753	0.76495	0.85893	False
HGLibA_35594	LRRC3	5003.7	5144.3	5003.7	5144.3	0.039964	9880.4	2.2111e+05	0.29895	0.61751	0.38249	0.76498	0.85893	True
HGLibA_60858	UBD	353.18	321.52	353.18	321.52	-0.1351	501.26	11287	0.29874	0.38257	0.61743	0.76514	0.85905	False
HGLibA_64686	ZNF618	7686.2	7507.5	7686.2	7507.5	-0.033917	15952	3.5803e+05	0.29851	0.38266	0.61734	0.76532	0.85918	False
HGLibA_34721	LHFPL2	3826.8	3706.1	3826.8	3706.1	-0.046224	7284.2	1.6363e+05	0.29838	0.38271	0.61729	0.76541	0.85921	False
HGLibB_50236	TMEM244	2625.2	2527.5	2625.2	2527.5	-0.054672	4768.6	1.0718e+05	0.2983	0.38274	0.61726	0.76548	0.85921	False
moffat_MT1M_1	MT1M	1747.2	1669.5	1747.2	1669.5	-0.06559	3018.5	67865	0.29825	0.38275	0.61725	0.76551	0.85921	False
HGLibA_33607	KMO	3765.6	3646.3	3765.6	3646.3	-0.046463	7125.2	1.607e+05	0.29779	0.38293	0.61707	0.76586	0.85955	False
brunello_FABP5_2	FABP5	4145.5	4019.5	4145.5	4019.5	-0.044501	7931.3	1.79e+05	0.29769	0.38297	0.61703	0.76594	0.85957	False
brunello_CYP19A1_2	CYP19A1	4214.5	4087.5	4214.5	4087.5	-0.04415	8070.8	1.8235e+05	0.29752	0.38303	0.61697	0.76607	0.85965	False
brunello_BEST1_1	BEST1	4081.3	3956.6	4081.3	3956.6	-0.044758	7775.8	1.759e+05	0.29734	0.3831	0.6169	0.7662	0.85966	False
brunello_GAL3ST1_2	GAL3ST1	5016.6	4876.6	5016.6	4876.6	-0.040831	9802.3	2.2175e+05	0.29734	0.3831	0.6169	0.76621	0.85966	False
